TERRITORIO#es,TERRITORIO_CODE,TIME_PERIOD#es,TIME_PERIOD_CODE,MEDIDAS#es,MEDIDAS_CODE,OBS_VALUE,ESTADO_OBSERVACION#es,CONFIDENCIALIDAD_OBSERVACION#es
Agaete,35001,2019,2019,Sueldos y salarios,SUELDOS_SALARIOS,58.1,,
Agaete,35001,2020,2020,Sueldos y salarios,SUELDOS_SALARIOS,56.8,,
Agaete,35001,2021,2021,Sueldos y salarios,SUELDOS_SALARIOS,58.9,,
Agaete,35001,2022,2022,Sueldos y salarios,SUELDOS_SALARIOS,58.1,,
Agaete,35001,2023,2023,Sueldos y salarios,SUELDOS_SALARIOS,57.2,,
Agaete,35001,2015,2015,Otros ingresos,OTROS_INGRESOS,8.4,,
Agaete,35001,2016,2016,Otros ingresos,OTROS_INGRESOS,8.5,,
Agaete,35001,2017,2017,Otros ingresos,OTROS_INGRESOS,9.3,,
Agaete,35001,2018,2018,Otros ingresos,OTROS_INGRESOS,9.5,,
Agaete,35001,2019,2019,Otros ingresos,OTROS_INGRESOS,10.5,,
Agaete,35001,2020,2020,Otros ingresos,OTROS_INGRESOS,7.1,,
Agaete,35001,2021,2021,Otros ingresos,OTROS_INGRESOS,8,,
Agaete,35001,2022,2022,Otros ingresos,OTROS_INGRESOS,10.5,,
Agaete,35001,2023,2023,Otros ingresos,OTROS_INGRESOS,11.1,,
Agaete,35001,2015,2015,Otras prestaciones,OTRAS_PRESTACIONES,5.2,,
Agaete,35001,2016,2016,Otras prestaciones,OTRAS_PRESTACIONES,5.1,,
Agaete,35001,2017,2017,Otras prestaciones,OTRAS_PRESTACIONES,5.5,,
Agaete,35001,2018,2018,Otras prestaciones,OTRAS_PRESTACIONES,5.2,,
Agaete,35001,2019,2019,Otras prestaciones,OTRAS_PRESTACIONES,5.2,,
Agaete,35001,2020,2020,Otras prestaciones,OTRAS_PRESTACIONES,6.1,,
Agaete,35001,2021,2021,Otras prestaciones,OTRAS_PRESTACIONES,6.4,,
Agaete,35001,2022,2022,Otras prestaciones,OTRAS_PRESTACIONES,6.3,,
Agaete,35001,2023,2023,Otras prestaciones,OTRAS_PRESTACIONES,6.7,,
Agaete,35001,2015,2015,Pensiones,PENSIONES,24.5,,
Agaete,35001,2016,2016,Pensiones,PENSIONES,24.2,,
Agaete,35001,2017,2017,Pensiones,PENSIONES,24.4,,
Agaete,35001,2018,2018,Pensiones,PENSIONES,24.5,,
Agaete,35001,2019,2019,Pensiones,PENSIONES,22.9,,
Agaete,35001,2020,2020,Pensiones,PENSIONES,23.8,,
Agaete,35001,2021,2021,Pensiones,PENSIONES,23,,
Agaete,35001,2022,2022,Pensiones,PENSIONES,22.4,,
Agaete,35001,2023,2023,Pensiones,PENSIONES,22.3,,
Agaete,35001,2015,2015,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.2,,
Agaete,35001,2016,2016,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4,,
Agaete,35001,2017,2017,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.5,,
Agaete,35001,2018,2018,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.2,,
Agaete,35001,2019,2019,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.3,,
Agaete,35001,2020,2020,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,6.3,,
Agaete,35001,2021,2021,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.8,,
Agaete,35001,2022,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.6,,
Agaete,35001,2023,2023,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.7,,
Agüimes,35002,2015,2015,Sueldos y salarios,SUELDOS_SALARIOS,67.3,,
Agüimes,35002,2016,2016,Sueldos y salarios,SUELDOS_SALARIOS,68,,
Agüimes,35002,2017,2017,Sueldos y salarios,SUELDOS_SALARIOS,68.2,,
Agüimes,35002,2018,2018,Sueldos y salarios,SUELDOS_SALARIOS,68.3,,
Agüimes,35002,2019,2019,Sueldos y salarios,SUELDOS_SALARIOS,68.1,,
Agüimes,35002,2020,2020,Sueldos y salarios,SUELDOS_SALARIOS,59.8,,
Agüimes,35002,2021,2021,Sueldos y salarios,SUELDOS_SALARIOS,62.1,,
Agüimes,35002,2022,2022,Sueldos y salarios,SUELDOS_SALARIOS,66.5,,
Agüimes,35002,2023,2023,Sueldos y salarios,SUELDOS_SALARIOS,66.3,,
Agüimes,35002,2015,2015,Otros ingresos,OTROS_INGRESOS,8.7,,
Agüimes,35002,2016,2016,Otros ingresos,OTROS_INGRESOS,8.8,,
Agüimes,35002,2017,2017,Otros ingresos,OTROS_INGRESOS,8.8,,
Agüimes,35002,2018,2018,Otros ingresos,OTROS_INGRESOS,9.1,,
Agüimes,35002,2019,2019,Otros ingresos,OTROS_INGRESOS,9.1,,
Agüimes,35002,2020,2020,Otros ingresos,OTROS_INGRESOS,8.3,,
Agüimes,35002,2021,2021,Otros ingresos,OTROS_INGRESOS,9.4,,
Agüimes,35002,2022,2022,Otros ingresos,OTROS_INGRESOS,9.9,,
Agüimes,35002,2023,2023,Otros ingresos,OTROS_INGRESOS,10.4,,
Agüimes,35002,2015,2015,Otras prestaciones,OTRAS_PRESTACIONES,4,,
Agüimes,35002,2016,2016,Otras prestaciones,OTRAS_PRESTACIONES,4.2,,
Agüimes,35002,2017,2017,Otras prestaciones,OTRAS_PRESTACIONES,4.6,,
Agüimes,35002,2018,2018,Otras prestaciones,OTRAS_PRESTACIONES,4.5,,
Agüimes,35002,2019,2019,Otras prestaciones,OTRAS_PRESTACIONES,4.6,,
Agüimes,35002,2020,2020,Otras prestaciones,OTRAS_PRESTACIONES,5.3,,
Agüimes,35002,2021,2021,Otras prestaciones,OTRAS_PRESTACIONES,5.6,,
Agüimes,35002,2022,2022,Otras prestaciones,OTRAS_PRESTACIONES,5.4,,
Agüimes,35002,2023,2023,Otras prestaciones,OTRAS_PRESTACIONES,5.5,,
Agüimes,35002,2015,2015,Pensiones,PENSIONES,15.1,,
Agüimes,35002,2016,2016,Pensiones,PENSIONES,14.6,,
Agüimes,35002,2017,2017,Pensiones,PENSIONES,14.6,,
Agüimes,35002,2018,2018,Pensiones,PENSIONES,14.5,,
Agüimes,35002,2019,2019,Pensiones,PENSIONES,14.7,,
Agüimes,35002,2020,2020,Pensiones,PENSIONES,16,,
Agüimes,35002,2021,2021,Pensiones,PENSIONES,15.6,,
Agüimes,35002,2022,2022,Pensiones,PENSIONES,15.3,,
Agüimes,35002,2023,2023,Pensiones,PENSIONES,15.3,,
Agüimes,35002,2015,2015,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.8,,
Agüimes,35002,2016,2016,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.4,,
Agüimes,35002,2017,2017,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.8,,
Agüimes,35002,2018,2018,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.6,,
Agüimes,35002,2019,2019,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.6,,
Agüimes,35002,2020,2020,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,10.7,,
Agüimes,35002,2021,2021,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,7.3,,
Agüimes,35002,2022,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3,,
Agüimes,35002,2023,2023,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.6,,
Artenara,35005,2015,2015,Sueldos y salarios,SUELDOS_SALARIOS,59.6,,
Artenara,35005,2016,2016,Sueldos y salarios,SUELDOS_SALARIOS,59.8,,
Artenara,35005,2017,2017,Sueldos y salarios,SUELDOS_SALARIOS,59.1,,
Artenara,35005,2018,2018,Sueldos y salarios,SUELDOS_SALARIOS,59.3,,
Artenara,35005,2019,2019,Sueldos y salarios,SUELDOS_SALARIOS,59.6,,
Artenara,35005,2020,2020,Sueldos y salarios,SUELDOS_SALARIOS,58.2,,
Artenara,35005,2021,2021,Sueldos y salarios,SUELDOS_SALARIOS,58.1,,
Artenara,35005,2022,2022,Sueldos y salarios,SUELDOS_SALARIOS,59.5,,
Artenara,35005,2023,2023,Sueldos y salarios,SUELDOS_SALARIOS,57.9,,
Artenara,35005,2015,2015,Otros ingresos,OTROS_INGRESOS,7,,
Artenara,35005,2016,2016,Otros ingresos,OTROS_INGRESOS,6.5,,
Artenara,35005,2017,2017,Otros ingresos,OTROS_INGRESOS,7.2,,
Artenara,35005,2018,2018,Otros ingresos,OTROS_INGRESOS,8.1,,
Artenara,35005,2019,2019,Otros ingresos,OTROS_INGRESOS,7.5,,
Artenara,35005,2020,2020,Otros ingresos,OTROS_INGRESOS,6.2,,
Artenara,35005,2021,2021,Otros ingresos,OTROS_INGRESOS,8.9,,
Artenara,35005,2022,2022,Otros ingresos,OTROS_INGRESOS,8.4,,
Artenara,35005,2023,2023,Otros ingresos,OTROS_INGRESOS,11,,
Artenara,35005,2015,2015,Otras prestaciones,OTRAS_PRESTACIONES,4.9,,
Artenara,35005,2016,2016,Otras prestaciones,OTRAS_PRESTACIONES,4.7,,
Artenara,35005,2017,2017,Otras prestaciones,OTRAS_PRESTACIONES,5.5,,
Artenara,35005,2018,2018,Otras prestaciones,OTRAS_PRESTACIONES,5.3,,
Artenara,35005,2019,2019,Otras prestaciones,OTRAS_PRESTACIONES,5.4,,
Artenara,35005,2020,2020,Otras prestaciones,OTRAS_PRESTACIONES,5.4,,
Artenara,35005,2021,2021,Otras prestaciones,OTRAS_PRESTACIONES,5.9,,
Artenara,35005,2022,2022,Otras prestaciones,OTRAS_PRESTACIONES,5.2,,
Artenara,35005,2023,2023,Otras prestaciones,OTRAS_PRESTACIONES,5.1,,
Artenara,35005,2015,2015,Pensiones,PENSIONES,25,,
Artenara,35005,2016,2016,Pensiones,PENSIONES,25.4,,
Artenara,35005,2017,2017,Pensiones,PENSIONES,24.7,,
Artenara,35005,2018,2018,Pensiones,PENSIONES,24.7,,
Artenara,35005,2019,2019,Pensiones,PENSIONES,24.4,,
Artenara,35005,2020,2020,Pensiones,PENSIONES,24.9,,
Artenara,35005,2021,2021,Pensiones,PENSIONES,23.7,,
Artenara,35005,2022,2022,Pensiones,PENSIONES,24.6,,
Artenara,35005,2023,2023,Pensiones,PENSIONES,23.8,,
Artenara,35005,2015,2015,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.6,,
Artenara,35005,2016,2016,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.6,,
Artenara,35005,2017,2017,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.4,,
Artenara,35005,2018,2018,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.7,,
Artenara,35005,2019,2019,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.1,,
Artenara,35005,2020,2020,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,5.4,,
Artenara,35005,2021,2021,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.5,,
Artenara,35005,2022,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.3,,
Artenara,35005,2023,2023,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.2,,
Arucas,35006,2015,2015,Sueldos y salarios,SUELDOS_SALARIOS,65.7,,
Arucas,35006,2016,2016,Sueldos y salarios,SUELDOS_SALARIOS,67,,
Arucas,35006,2017,2017,Sueldos y salarios,SUELDOS_SALARIOS,66.1,,
Arucas,35006,2018,2018,Sueldos y salarios,SUELDOS_SALARIOS,66.4,,
Arucas,35006,2019,2019,Sueldos y salarios,SUELDOS_SALARIOS,66.4,,
Arucas,35006,2020,2020,Sueldos y salarios,SUELDOS_SALARIOS,63.2,,
Arucas,35006,2021,2021,Sueldos y salarios,SUELDOS_SALARIOS,64.6,,
Arucas,35006,2022,2022,Sueldos y salarios,SUELDOS_SALARIOS,64.7,,
Arucas,35006,2023,2023,Sueldos y salarios,SUELDOS_SALARIOS,64.7,,
Arucas,35006,2015,2015,Otros ingresos,OTROS_INGRESOS,8.6,,
Arucas,35006,2016,2016,Otros ingresos,OTROS_INGRESOS,8.2,,
Arucas,35006,2017,2017,Otros ingresos,OTROS_INGRESOS,9,,
Arucas,35006,2018,2018,Otros ingresos,OTROS_INGRESOS,9.3,,
Arucas,35006,2019,2019,Otros ingresos,OTROS_INGRESOS,9.2,,
Arucas,35006,2020,2020,Otros ingresos,OTROS_INGRESOS,8.1,,
Arucas,35006,2021,2021,Otros ingresos,OTROS_INGRESOS,9.3,,
Arucas,35006,2022,2022,Otros ingresos,OTROS_INGRESOS,9.7,,
Arucas,35006,2023,2023,Otros ingresos,OTROS_INGRESOS,9.5,,
Arucas,35006,2015,2015,Otras prestaciones,OTRAS_PRESTACIONES,3.8,,
Arucas,35006,2016,2016,Otras prestaciones,OTRAS_PRESTACIONES,3.9,,
Arucas,35006,2017,2017,Otras prestaciones,OTRAS_PRESTACIONES,4.2,,
Arucas,35006,2018,2018,Otras prestaciones,OTRAS_PRESTACIONES,4.2,,
Arucas,35006,2019,2019,Otras prestaciones,OTRAS_PRESTACIONES,4.3,,
Arucas,35006,2020,2020,Otras prestaciones,OTRAS_PRESTACIONES,4.9,,
Arucas,35006,2021,2021,Otras prestaciones,OTRAS_PRESTACIONES,5.2,,
Arucas,35006,2022,2022,Otras prestaciones,OTRAS_PRESTACIONES,5.3,,
Arucas,35006,2023,2023,Otras prestaciones,OTRAS_PRESTACIONES,5.7,,
Arucas,35006,2015,2015,Pensiones,PENSIONES,18.4,,
Arucas,35006,2016,2016,Pensiones,PENSIONES,18,,
Arucas,35006,2017,2017,Pensiones,PENSIONES,18.2,,
Arucas,35006,2018,2018,Pensiones,PENSIONES,17.6,,
Arucas,35006,2019,2019,Pensiones,PENSIONES,17.5,,
Arucas,35006,2020,2020,Pensiones,PENSIONES,18.2,,
Arucas,35006,2021,2021,Pensiones,PENSIONES,17.4,,
Arucas,35006,2022,2022,Pensiones,PENSIONES,17.9,,
Arucas,35006,2023,2023,Pensiones,PENSIONES,17.9,,
Arucas,35006,2015,2015,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.4,,
Arucas,35006,2016,2016,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.9,,
Arucas,35006,2017,2017,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.6,,
Arucas,35006,2018,2018,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.5,,
Arucas,35006,2019,2019,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.5,,
Arucas,35006,2020,2020,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,5.6,,
Arucas,35006,2021,2021,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.5,,
Arucas,35006,2022,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.4,,
Arucas,35006,2023,2023,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.3,,
Firgas,35008,2015,2015,Sueldos y salarios,SUELDOS_SALARIOS,62.4,,
Firgas,35008,2016,2016,Sueldos y salarios,SUELDOS_SALARIOS,63.4,,
Firgas,35008,2017,2017,Sueldos y salarios,SUELDOS_SALARIOS,63.7,,
Firgas,35008,2018,2018,Sueldos y salarios,SUELDOS_SALARIOS,63.6,,
Firgas,35008,2019,2019,Sueldos y salarios,SUELDOS_SALARIOS,63.9,,
Firgas,35008,2020,2020,Sueldos y salarios,SUELDOS_SALARIOS,60.7,,
Firgas,35008,2021,2021,Sueldos y salarios,SUELDOS_SALARIOS,62.1,,
Firgas,35008,2022,2022,Sueldos y salarios,SUELDOS_SALARIOS,63.3,,
Firgas,35008,2023,2023,Sueldos y salarios,SUELDOS_SALARIOS,62.9,,
Firgas,35008,2015,2015,Otros ingresos,OTROS_INGRESOS,8.7,,
Firgas,35008,2016,2016,Otros ingresos,OTROS_INGRESOS,8.9,,
Firgas,35008,2017,2017,Otros ingresos,OTROS_INGRESOS,8.9,,
Firgas,35008,2018,2018,Otros ingresos,OTROS_INGRESOS,9,,
Firgas,35008,2019,2019,Otros ingresos,OTROS_INGRESOS,8.5,,
Firgas,35008,2020,2020,Otros ingresos,OTROS_INGRESOS,7.3,,
Firgas,35008,2021,2021,Otros ingresos,OTROS_INGRESOS,8.7,,
Firgas,35008,2022,2022,Otros ingresos,OTROS_INGRESOS,9.1,,
Firgas,35008,2023,2023,Otros ingresos,OTROS_INGRESOS,9.4,,
Firgas,35008,2015,2015,Otras prestaciones,OTRAS_PRESTACIONES,4.6,,
Firgas,35008,2016,2016,Otras prestaciones,OTRAS_PRESTACIONES,4.7,,
Firgas,35008,2017,2017,Otras prestaciones,OTRAS_PRESTACIONES,4.9,,
Firgas,35008,2018,2018,Otras prestaciones,OTRAS_PRESTACIONES,4.8,,
Firgas,35008,2019,2019,Otras prestaciones,OTRAS_PRESTACIONES,5,,
Firgas,35008,2020,2020,Otras prestaciones,OTRAS_PRESTACIONES,5.5,,
Firgas,35008,2021,2021,Otras prestaciones,OTRAS_PRESTACIONES,5.9,,
Firgas,35008,2022,2022,Otras prestaciones,OTRAS_PRESTACIONES,5.9,,
Firgas,35008,2023,2023,Otras prestaciones,OTRAS_PRESTACIONES,6.2,,
Firgas,35008,2015,2015,Pensiones,PENSIONES,20.8,,
Firgas,35008,2016,2016,Pensiones,PENSIONES,20.1,,
Firgas,35008,2017,2017,Pensiones,PENSIONES,19.9,,
Firgas,35008,2018,2018,Pensiones,PENSIONES,20.1,,
Firgas,35008,2019,2019,Pensiones,PENSIONES,20,,
Firgas,35008,2020,2020,Pensiones,PENSIONES,21,,
Firgas,35008,2021,2021,Pensiones,PENSIONES,19.5,,
Firgas,35008,2022,2022,Pensiones,PENSIONES,19.1,,
Firgas,35008,2023,2023,Pensiones,PENSIONES,19,,
Firgas,35008,2015,2015,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.5,,
Firgas,35008,2016,2016,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3,,
Firgas,35008,2017,2017,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.7,,
Firgas,35008,2018,2018,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.6,,
Firgas,35008,2019,2019,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.6,,
Firgas,35008,2020,2020,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,5.6,,
Firgas,35008,2021,2021,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.8,,
Firgas,35008,2022,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.7,,
Firgas,35008,2023,2023,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.5,,
Gáldar,35009,2015,2015,Sueldos y salarios,SUELDOS_SALARIOS,58.3,,
Gáldar,35009,2016,2016,Sueldos y salarios,SUELDOS_SALARIOS,59.2,,
Gáldar,35009,2017,2017,Sueldos y salarios,SUELDOS_SALARIOS,59.9,,
Gáldar,35009,2018,2018,Sueldos y salarios,SUELDOS_SALARIOS,60.4,,
Gáldar,35009,2019,2019,Sueldos y salarios,SUELDOS_SALARIOS,60.1,,
Gáldar,35009,2020,2020,Sueldos y salarios,SUELDOS_SALARIOS,57.9,,
Gáldar,35009,2021,2021,Sueldos y salarios,SUELDOS_SALARIOS,59.8,,
Gáldar,35009,2022,2022,Sueldos y salarios,SUELDOS_SALARIOS,59.9,,
Gáldar,35009,2023,2023,Sueldos y salarios,SUELDOS_SALARIOS,59.5,,
Gáldar,35009,2015,2015,Otros ingresos,OTROS_INGRESOS,9.8,,
Gáldar,35009,2016,2016,Otros ingresos,OTROS_INGRESOS,10,,
Gáldar,35009,2017,2017,Otros ingresos,OTROS_INGRESOS,9.6,,
Gáldar,35009,2018,2018,Otros ingresos,OTROS_INGRESOS,10.2,,
Gáldar,35009,2019,2019,Otros ingresos,OTROS_INGRESOS,10.5,,
Gáldar,35009,2020,2020,Otros ingresos,OTROS_INGRESOS,9.2,,
Gáldar,35009,2021,2021,Otros ingresos,OTROS_INGRESOS,9.2,,
Gáldar,35009,2022,2022,Otros ingresos,OTROS_INGRESOS,9.6,,
Gáldar,35009,2023,2023,Otros ingresos,OTROS_INGRESOS,9.6,,
Gáldar,35009,2015,2015,Otras prestaciones,OTRAS_PRESTACIONES,6.3,,
Gáldar,35009,2016,2016,Otras prestaciones,OTRAS_PRESTACIONES,6.4,,
Gáldar,35009,2017,2017,Otras prestaciones,OTRAS_PRESTACIONES,6.8,,
Gáldar,35009,2018,2018,Otras prestaciones,OTRAS_PRESTACIONES,6.4,,
Gáldar,35009,2019,2019,Otras prestaciones,OTRAS_PRESTACIONES,6.4,,
Gáldar,35009,2020,2020,Otras prestaciones,OTRAS_PRESTACIONES,7.1,,
Gáldar,35009,2021,2021,Otras prestaciones,OTRAS_PRESTACIONES,7.6,,
Gáldar,35009,2022,2022,Otras prestaciones,OTRAS_PRESTACIONES,7.6,,
Gáldar,35009,2023,2023,Otras prestaciones,OTRAS_PRESTACIONES,7.9,,
Gáldar,35009,2015,2015,Pensiones,PENSIONES,21.4,,
Gáldar,35009,2016,2016,Pensiones,PENSIONES,20.8,,
Gáldar,35009,2017,2017,Pensiones,PENSIONES,20.4,,
Gáldar,35009,2018,2018,Pensiones,PENSIONES,20,,
Gáldar,35009,2019,2019,Pensiones,PENSIONES,20,,
Gáldar,35009,2020,2020,Pensiones,PENSIONES,20.5,,
Gáldar,35009,2021,2021,Pensiones,PENSIONES,19.8,,
Gáldar,35009,2022,2022,Pensiones,PENSIONES,20.2,,
Gáldar,35009,2023,2023,Pensiones,PENSIONES,20.4,,
Gáldar,35009,2015,2015,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.3,,
Gáldar,35009,2016,2016,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.8,,
Gáldar,35009,2017,2017,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.3,,
Gáldar,35009,2018,2018,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.1,,
Gáldar,35009,2019,2019,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3,,
Gáldar,35009,2020,2020,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,5.4,,
Gáldar,35009,2021,2021,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.6,,
Gáldar,35009,2022,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.8,,
Gáldar,35009,2023,2023,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.7,,
Ingenio,35011,2015,2015,Sueldos y salarios,SUELDOS_SALARIOS,64.9,,
Ingenio,35011,2016,2016,Sueldos y salarios,SUELDOS_SALARIOS,66.1,,
Ingenio,35011,2017,2017,Sueldos y salarios,SUELDOS_SALARIOS,65.8,,
Ingenio,35011,2018,2018,Sueldos y salarios,SUELDOS_SALARIOS,66.4,,
Ingenio,35011,2019,2019,Sueldos y salarios,SUELDOS_SALARIOS,65.6,,
Ingenio,35011,2020,2020,Sueldos y salarios,SUELDOS_SALARIOS,57.5,,
Ingenio,35011,2021,2021,Sueldos y salarios,SUELDOS_SALARIOS,60.2,,
Ingenio,35011,2022,2022,Sueldos y salarios,SUELDOS_SALARIOS,64.4,,
Ingenio,35011,2023,2023,Sueldos y salarios,SUELDOS_SALARIOS,64.5,,
Ingenio,35011,2015,2015,Otros ingresos,OTROS_INGRESOS,7.9,,
Ingenio,35011,2016,2016,Otros ingresos,OTROS_INGRESOS,7.5,,
Ingenio,35011,2017,2017,Otros ingresos,OTROS_INGRESOS,8,,
Ingenio,35011,2018,2018,Otros ingresos,OTROS_INGRESOS,7.9,,
Ingenio,35011,2019,2019,Otros ingresos,OTROS_INGRESOS,8.1,,
Ingenio,35011,2020,2020,Otros ingresos,OTROS_INGRESOS,7.2,,
Ingenio,35011,2021,2021,Otros ingresos,OTROS_INGRESOS,8.2,,
Ingenio,35011,2022,2022,Otros ingresos,OTROS_INGRESOS,8.3,,
Ingenio,35011,2023,2023,Otros ingresos,OTROS_INGRESOS,8.5,,
Ingenio,35011,2015,2015,Otras prestaciones,OTRAS_PRESTACIONES,5.1,,
Ingenio,35011,2016,2016,Otras prestaciones,OTRAS_PRESTACIONES,5.2,,
Ingenio,35011,2017,2017,Otras prestaciones,OTRAS_PRESTACIONES,5.5,,
Ingenio,35011,2018,2018,Otras prestaciones,OTRAS_PRESTACIONES,5.4,,
Ingenio,35011,2019,2019,Otras prestaciones,OTRAS_PRESTACIONES,5.6,,
Ingenio,35011,2020,2020,Otras prestaciones,OTRAS_PRESTACIONES,6.4,,
Ingenio,35011,2021,2021,Otras prestaciones,OTRAS_PRESTACIONES,6.8,,
Ingenio,35011,2022,2022,Otras prestaciones,OTRAS_PRESTACIONES,6.7,,
Ingenio,35011,2023,2023,Otras prestaciones,OTRAS_PRESTACIONES,6.9,,
Ingenio,35011,2015,2015,Pensiones,PENSIONES,17.2,,
Ingenio,35011,2016,2016,Pensiones,PENSIONES,17,,
Ingenio,35011,2017,2017,Pensiones,PENSIONES,16.7,,
Ingenio,35011,2018,2018,Pensiones,PENSIONES,16.5,,
Ingenio,35011,2019,2019,Pensiones,PENSIONES,16.8,,
Ingenio,35011,2020,2020,Pensiones,PENSIONES,17.7,,
Ingenio,35011,2021,2021,Pensiones,PENSIONES,17.5,,
Ingenio,35011,2022,2022,Pensiones,PENSIONES,17.5,,
Ingenio,35011,2023,2023,Pensiones,PENSIONES,17.3,,
Ingenio,35011,2015,2015,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,5,,
Ingenio,35011,2016,2016,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.3,,
Ingenio,35011,2017,2017,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4,,
Ingenio,35011,2018,2018,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.8,,
Ingenio,35011,2019,2019,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.8,,
Ingenio,35011,2020,2020,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,11.1,,
Ingenio,35011,2021,2021,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,7.3,,
Ingenio,35011,2022,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.1,,
Ingenio,35011,2023,2023,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.9,,
Mogán,35012,2015,2015,Sueldos y salarios,SUELDOS_SALARIOS,60.3,,
Mogán,35012,2016,2016,Sueldos y salarios,SUELDOS_SALARIOS,62.1,,
Mogán,35012,2017,2017,Sueldos y salarios,SUELDOS_SALARIOS,61.8,,
Mogán,35012,2018,2018,Sueldos y salarios,SUELDOS_SALARIOS,61,,
Mogán,35012,2019,2019,Sueldos y salarios,SUELDOS_SALARIOS,61,,
Mogán,35012,2020,2020,Sueldos y salarios,SUELDOS_SALARIOS,45.8,,
Mogán,35012,2021,2021,Sueldos y salarios,SUELDOS_SALARIOS,47.4,,
Mogán,35012,2022,2022,Sueldos y salarios,SUELDOS_SALARIOS,59.4,,
Mogán,35012,2023,2023,Sueldos y salarios,SUELDOS_SALARIOS,59.7,,
Mogán,35012,2015,2015,Otros ingresos,OTROS_INGRESOS,17.9,,
Mogán,35012,2016,2016,Otros ingresos,OTROS_INGRESOS,17.2,,
Mogán,35012,2017,2017,Otros ingresos,OTROS_INGRESOS,17.4,,
Mogán,35012,2018,2018,Otros ingresos,OTROS_INGRESOS,17.8,,
Mogán,35012,2019,2019,Otros ingresos,OTROS_INGRESOS,17,,
Mogán,35012,2020,2020,Otros ingresos,OTROS_INGRESOS,12.8,,
Mogán,35012,2021,2021,Otros ingresos,OTROS_INGRESOS,16.4,,
